Geo Point;Geo Shape;OBJECTID;id_ref_zdl;gares_id;nom_gare;nomlong;nom_iv;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;cod_resf;res_stif;exploitant;num_psr;idf;principal;x;y
48.764776013,2.16394708588;"{""type"": ""Point"", ""coordinates"": [2.163947085881832, 48.76477601295291]}";775;43136;380;JOUY-EN-JOSAS;JOUY-EN-JOSAS;JOUY-EN-JOSAS;2810;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-77;C;RER;RER C;2.0;803.0;SNCF;393512;1;0;638548.7141;6851955.6623
48.6896979337,2.38275720308;"{""type"": ""Point"", ""coordinates"": [2.382757203082265, 48.68969793365297]}";776;45739;385;JUVISY;JUVISY;JUVISY;2552;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-151;C;RER;RER C;2.0;803.0;SNCF;545244;1;1;654565.9877;6843460.5563
48.7347165868,2.2734834644;"{""type"": ""Point"", ""coordinates"": [2.273483464396532, 48.73471658680022]}";799;47940;524;MASSY-VERRIÈRES;MASSY-VERRIERES;MASSY VERRIÈRES;2532;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-167;C;RER;RER C;2.0;803.0;SNCF;758789;1;0;646568.8267;6848534.0001
48.6763813253,2.3332494585;"{""type"": ""Point"", ""coordinates"": [2.333249458502209, 48.67638132528038]}";896;47945;639;PETIT-VAUX;PETIT-VAUX;PETIT VAUX;2802;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-161;C;RER;RER C;2.0;803.0;SNCF;393652;1;0;650909.4035;6842009.7215
49.0074232971,2.19761981397;"{""type"": ""Point"", ""coordinates"": [2.197619813968744, 49.007423297130686]}";902;43166;559;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;2500;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-230;C;RER;RER C;2.0;803.0;SNCF;276089;1;0;641297.8019;6878910.5014
49.0466457626,2.09519506723;"{""type"": ""Point"", ""coordinates"": [2.095195067225968, 49.04664576264112]}";933;44496;676;PONTOISE;PONTOISE;PONTOISE;2577;RER;1;0;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;A01840;;RER C;26.0;RER C-249;C;RER;RER C;2.0;803.0;SNCF;276139;1;1;633854.6907;6883353.2516
48.7873902383,2.04462198717;"{""type"": ""Point"", ""coordinates"": [2.044621987173175, 48.787390238280715]}";948;43249;835;SAINT-QUENTIN-EN-YVELINES;SAINT-QUENTIN-EN-YVELINES;SAINT-QUENTIN-EN-YVELINES;2545;RER;1;0;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;A01840;;RER C;26.0;RER C-80;C;RER;RER C;2.0;803.0;SNCF;393843;1;1;629808.9427;6854569.3771
48.676446657,2.35248140105;"{""type"": ""Point"", ""coordinates"": [2.352481401048997, 48.67644665699771]}";956;43192;788;SAVIGNY-SUR-ORGE;SAVIGNY-SUR-ORGE;SAVIGNY-SUR-ORGE;2553;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-157;C;RER;RER C;2.0;803.0;SNCF;545236;1;0;652325.414;6842005.2007
48.7401954482,2.35163319953;"{""type"": ""Point"", ""coordinates"": [2.351633199531735, 48.740195448210144]}";984;44787;756;RUNGIS-LA FRATERNELLE;RUNGIS-LA FRATERNELLE;RUNGIS LA FRATERNELLE;2530;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-305;C;RER;RER C;2.0;803.0;SNCF;546291;1;0;652321.1616;6849093.1005
48.6528114014,2.31273625106;"{""type"": ""Point"", ""coordinates"": [2.312736251060262, 48.65281140144264]}";994;43188;818;SAINTE-GENEVIÈVE-DES-BOIS;SAINTE-GENEVIEVE-DES-BOIS;SAINTE-GENEVIEVE-DES-BOIS;2555;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-159;C;RER;RER C;2.0;803.0;SNCF;545210;1;0;649376.3157;6839402.3497
48.9635896849,2.28593071821;"{""type"": ""Point"", ""coordinates"": [2.285930718208941, 48.963589684873135]}";999;43201;821;SAINT-GRATIEN;SAINT-GRATIEN;SAINT-GRATIEN;2504;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-224;C;RER;RER C;2.0;803.0;SNCF;276170;1;0;647714.366;6873974.0035
48.8533357965,2.34603498444;"{""type"": ""Point"", ""coordinates"": [2.346034984443715, 48.853335796481964]}";1005;44877;828;SAINT-MICHEL NOTRE DAME;SAINT-MICHEL NOTRE DAME;SAINT-MICHEL NOTRE DAME;2520;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-295;C;RER;RER C;2.0;803.0;SNCF;547315;1;0;652013.6818;6861676.0379
48.8002093984,2.40271281854;"{""type"": ""Point"", ""coordinates"": [2.402712818542926, 48.800209398351384]}";1014;46375;918;VITRY-SUR-SEINE;VITRY-SUR-SEINE;VITRY-SUR-SEINE;2524;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-368;C;RER;RER C;2.0;803.0;SNCF;545293;1;0;656127.7935;6855736.0228
48.8390897554,2.27045824379;"{""type"": ""Point"", ""coordinates"": [2.270458243787242, 48.83908975542995]}";582;58798;57;PONT DU GARIGLIANO;PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;PONT DU GARIGLIANO;2537;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-316;C;RER;RER C;2.0;803.0;SNCF;393322;1;0;646453.5639;6860140.6142
48.5328901041,2.29008251383;"{""type"": ""Point"", ""coordinates"": [2.290082513828219, 48.53289010414423]}";583;47905;101;BOURAY;BOURAY;BOURAY;2559;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-186;C;RER;RER C;2.0;803.0;SNCF;545178;1;0;647587.8337;6826086.0186
48.7510232733,2.2158608601;"{""type"": ""Point"", ""coordinates"": [2.215860860098732, 48.7510232733389]}";589;43091;73;BIÈVRES;BIEVRES;BIEVRES;2808;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-171;C;RER;RER C;2.0;803.0;SNCF;393546;1;0;642349.1491;6850387.4884
48.8709741382,2.27557452685;"{""type"": ""Point"", ""coordinates"": [2.275574526847743, 48.870974138193766]}";619;45437;41;AV. FOCH;AVENUE FOCH;AVENUE FOCH;2512;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-332;C;RER;RER C;2.0;803.0;SNCF;381038;1;0;646861.6009;6863682.3871
48.9806461004,2.27208477275;"{""type"": ""Point"", ""coordinates"": [2.272084772747632, 48.98064610042598]}";657;47898;265;ERMONT-EAUBONNE;ERMONT-EAUBONNE;ERMONT EAUBONNE;2503;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-223;C;RER;RER C;2.0;803.0;SNCF;276055;1;1;646718.0509;6875879.9697
48.6857136264,2.31762640497;"{""type"": ""Point"", ""coordinates"": [2.317626404971017, 48.68571362638041]}";722;47934;335;GRAVIGNY-BALIZY;GRAVIGNY-BALIZY;GRAVIGNY BALIZY;2803;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-162;C;RER;RER C;2.0;803.0;SNCF;393645;1;0;649768.1251;6843057.0557
